recordType,name,email,bio,description,rating,time,type,text,date,topic,tasks,title,isCompleted,dueDate,userId,courseId,specializationId,weekId
user,User 78,user78@example.com,,,,,,,,,,,,,,,,
user,User 79,user79@example.com,,,,,,,,,,,,,,,,
user,User 80,user80@example.com,,,,,,,,,,,,,,,,
user,User 81,user81@example.com,,,,,,,,,,,,,,,,
user,User 82,user82@example.com,,,,,,,,,,,,,,,,
user,User 83,user83@example.com,,,,,,,,,,,,,,,,
user,User 84,user84@example.com,,,,,,,,,,,,,,,,
user,User 85,user85@example.com,,,,,,,,,,,,,,,,
user,User 86,user86@example.com,,,,,,,,,,,,,,,,
user,User 87,user87@example.com,,,,,,,,,,,,,,,,
user,User 88,user88@example.com,,,,,,,,,,,,,,,,
user,User 89,user89@example.com,,,,,,,,,,,,,,,,
user,User 90,user90@example.com,,,,,,,,,,,,,,,,
user,User 91,user91@example.com,,,,,,,,,,,,,,,,
user,User 92,user92@example.com,,,,,,,,,,,,,,,,
user,User 93,user93@example.com,,,,,,,,,,,,,,,,
user,User 94,user94@example.com,,,,,,,,,,,,,,,,
user,User 95,user95@example.com,,,,,,,,,,,,,,,,
user,User 96,user96@example.com,,,,,,,,,,,,,,,,
user,User 97,user97@example.com,,,,,,,,,,,,,,,,
user,User 98,user98@example.com,,,,,,,,,,,,,,,,
user,User 99,user99@example.com,,,,,,,,,,,,,,,,
user,User 100,user100@example.com,,,,,,,,,,,,,,,,
instructor,Instructor 1,,This is the bio for instructor 1,,2.9,,,,,,,,,,,,,
instructor,Instructor 2,,This is the bio for instructor 2,,3.3,,,,,,,,,,,,,
instructor,Instructor 3,,This is the bio for instructor 3,,5.0,,,,,,,,,,,,,
instructor,Instructor 4,,This is the bio for instructor 4,,3.1,,,,,,,,,,,,,
instructor,Instructor 5,,This is the bio for instructor 5,,1.9,,,,,,,,,,,,,
instructor,Instructor 6,,This is the bio for instructor 6,,1.1,,,,,,,,,,,,,
instructor,Instructor 7,,This is the bio for instructor 7,,4.3,,,,,,,,,,,,,
instructor,Instructor 8,,This is the bio for instructor 8,,2.8,,,,,,,,,,,,,
instructor,Instructor 9,,This is the bio for instructor 9,,4.5,,,,,,,,,,,,,
instructor,Instructor 10,,This is the bio for instructor 10,,5.0,,,,,,,,,,,,,
instructor,Instructor 11,,This is the bio for instructor 11,,3.9,,,,,,,,,,,,,
instructor,Instructor 12,,This is the bio for instructor 12,,3.0,,,,,,,,,,,,,
instructor,Instructor 13,,This is the bio for instructor 13,,3.4,,,,,,,,,,,,,
instructor,Instructor 14,,This is the bio for instructor 14,,5.0,,,,,,,,,,,,,
instructor,Instructor 15,,This is the bio for instructor 15,,4.3,,,,,,,,,,,,,
instructor,Instructor 16,,This is the bio for instructor 16,,4.2,,,,,,,,,,,,,
instructor,Instructor 17,,This is the bio for instructor 17,,1.0,,,,,,,,,,,,,
instructor,Instructor 18,,This is the bio for instructor 18,,4.1,,,,,,,,,,,,,
instructor,Instructor 19,,This is the bio for instructor 19,,0.0,,,,,,,,,,,,,
instructor,Instructor 20,,This is the bio for instructor 20,,0.3,,,,,,,,,,,,,
instructor,Instructor 21,,This is the bio for instructor 21,,1.4,,,,,,,,,,,,,
instructor,Instructor 22,,This is the bio for instructor 22,,1.5,,,,,,,,,,,,,
instructor,Instructor 23,,This is the bio for instructor 23,,0.1,,,,,,,,,,,,,
instructor,Instructor 24,,This is the bio for instructor 24,,1.5,,,,,,,,,,,,,
instructor,Instructor 25,,This is the bio for instructor 25,,2.2,,,,,,,,,,,,,
instructor,Instructor 26,,This is the bio for instructor 26,,0.7,,,,,,,,,,,,,
instructor,Instructor 27,,This is the bio for instructor 27,,0.1,,,,,,,,,,,,,
instructor,Instructor 28,,This is the bio for instructor 28,,1.0,,,,,,,,,,,,,
instructor,Instructor 29,,This is the bio for instructor 29,,0.3,,,,,,,,,,,,,
instructor,Instructor 30,,This is the bio for instructor 30,,2.5,,,,,,,,,,,,,
instructor,Instructor 31,,This is the bio for instructor 31,,3.8,,,,,,,,,,,,,
instructor,Instructor 32,,This is the bio for instructor 32,,0.3,,,,,,,,,,,,,
instructor,Instructor 33,,This is the bio for instructor 33,,2.2,,,,,,,,,,,,,
instructor,Instructor 34,,This is the bio for instructor 34,,2.7,,,,,,,,,,,,,
instructor,Instructor 35,,This is the bio for instructor 35,,1.1,,,,,,,,,,,,,
instructor,Instructor 36,,This is the bio for instructor 36,,2.1,,,,,,,,,,,,,
instructor,Instructor 37,,This is the bio for instructor 37,,1.0,,,,,,,,,,,,,
instructor,Instructor 38,,This is the bio for instructor 38,,0.9,,,,,,,,,,,,,
instructor,Instructor 39,,This is the bio for instructor 39,,2.8,,,,,,,,,,,,,
instructor,Instructor 40,,This is the bio for instructor 40,,0.5,,,,,,,,,,,,,
instructor,Instructor 41,,This is the bio for instructor 41,,0.7,,,,,,,,,,,,,
instructor,Instructor 42,,This is the bio for instructor 42,,2.7,,,,,,,,,,,,,
instructor,Instructor 43,,This is the bio for instructor 43,,0.6,,,,,,,,,,,,,
instructor,Instructor 44,,This is the bio for instructor 44,,2.0,,,,,,,,,,,,,
instructor,Instructor 45,,This is the bio for instructor 45,,1.5,,,,,,,,,,,,,
instructor,Instructor 46,,This is the bio for instructor 46,,0.1,,,,,,,,,,,,,
instructor,Instructor 47,,This is the bio for instructor 47,,4.3,,,,,,,,,,,,,
instructor,Instructor 48,,This is the bio for instructor 48,,3.7,,,,,,,,,,,,,
instructor,Instructor 49,,This is the bio for instructor 49,,2.0,,,,,,,,,,,,,
instructor,Instructor 50,,This is the bio for instructor 50,,2.6,,,,,,,,,,,,,
specialization,Specialization 1,,,Description for specialization 1,,,,,,,,,,,,,,
specialization,Specialization 2,,,Description for specialization 2,,,,,,,,,,,,,,
specialization,Specialization 3,,,Description for specialization 3,,,,,,,,,,,,,,
specialization,Specialization 4,,,Description for specialization 4,,,,,,,,,,,,,,
specialization,Specialization 5,,,Description for specialization 5,,,,,,,,,,,,,,
specialization,Specialization 6,,,Description for specialization 6,,,,,,,,,,,,,,
specialization,Specialization 7,,,Description for specialization 7,,,,,,,,,,,,,,
specialization,Specialization 8,,,Description for specialization 8,,,,,,,,,,,,,,
specialization,Specialization 9,,,Description for specialization 9,,,,,,,,,,,,,,
specialization,Specialization 10,,,Description for specialization 10,,,,,,,,,,,,,,
specialization,Specialization 11,,,Description for specialization 11,,,,,,,,,,,,,,
specialization,Specialization 12,,,Description for specialization 12,,,,,,,,,,,,,,
specialization,Specialization 13,,,Description for specialization 13,,,,,,,,,,,,,,
specialization,Specialization 14,,,Description for specialization 14,,,,,,,,,,,,,,
specialization,Specialization 15,,,Description for specialization 15,,,,,,,,,,,,,,
specialization,Specialization 16,,,Description for specialization 16,,,,,,,,,,,,,,
specialization,Specialization 17,,,Description for specialization 17,,,,,,,,,,,,,,
specialization,Specialization 18,,,Description for specialization 18,,,,,,,,,,,,,,
specialization,Specialization 19,,,Description for specialization 19,,,,,,,,,,,,,,
specialization,Specialization 20,,,Description for specialization 20,,,,,,,,,,,,,,
course,Course 1,,,Description for course 1,5.0,14.4,,,,,,,,,,,16,
course,Course 2,,,Description for course 2,0.7,29.4,,,,,,,,,,,7,
course,Course 3,,,Description for course 3,4.9,42.4,,,,,,,,,,,11,
course,Course 4,,,Description for course 4,4.9,48.0,,,,,,,,,,,13,
course,Course 5,,,Description for course 5,0.9,43.2,,,,,,,,,,,17,
course,Course 6,,,Description for course 6,2.1,43.9,,,,,,,,,,,13,
course,Course 7,,,Description for course 7,0.4,14.8,,,,,,,,,,,11,
course,Course 8,,,Description for course 8,4.1,37.8,,,,,,,,,,,6,
course,Course 9,,,Description for course 9,2.4,25.9,,,,,,,,,,,1,
course,Course 10,,,Description for course 10,3.4,31.4,,,,,,,,,,,16,
course,Course 11,,,Description for course 11,3.8,15.5,,,,,,,,,,,6,
course,Course 12,,,Description for course 12,2.9,29.1,,,,,,,,,,,8,
course,Course 13,,,Description for course 13,4.6,31.5,,,,,,,,,,,13,
course,Course 14,,,Description for course 14,4.1,33.2,,,,,,,,,,,2,
course,Course 15,,,Description for course 15,1.4,46.6,,,,,,,,,,,2,
course,Course 16,,,Description for course 16,3.7,44.1,,,,,,,,,,,18,
course,Course 17,,,Description for course 17,3.1,47.4,,,,,,,,,,,15,
course,Course 18,,,Description for course 18,0.5,36.0,,,,,,,,,,,20,
course,Course 19,,,Description for course 19,2.1,35.4,,,,,,,,,,,9,
course,Course 20,,,Description for course 20,0.4,15.6,,,,,,,,,,,4,
course,Course 21,,,Description for course 21,0.6,24.4,,,,,,,,,,,1,
course,Course 22,,,Description for course 22,2.9,13.7,,,,,,,,,,,1,
course,Course 23,,,Description for course 23,2.1,28.1,,,,,,,,,,,16,
course,Course 24,,,Description for course 24,3.2,16.0,,,,,,,,,,,5,
course,Course 25,,,Description for course 25,1.1,27.7,,,,,,,,,,,19,
course,Course 26,,,Description for course 26,4.1,46.4,,,,,,,,,,,2,
course,Course 27,,,Description for course 27,1.8,11.7,,,,,,,,,,,9,
course,Course 28,,,Description for course 28,2.8,38.6,,,,,,,,,,,20,
course,Course 29,,,Description for course 29,4.0,14.1,,,,,,,,,,,19,
course,Course 30,,,Description for course 30,1.0,12.5,,,,,,,,,,,16,
course,Course 31,,,Description for course 31,0.2,31.1,,,,,,,,,,,3,
course,Course 32,,,Description for course 32,3.2,11.5,,,,,,,,,,,5,
course,Course 33,,,Description for course 33,3.2,14.3,,,,,,,,,,,9,
course,Course 34,,,Description for course 34,3.6,46.9,,,,,,,,,,,3,
course,Course 35,,,Description for course 35,0.2,19.2,,,,,,,,,,,18,
course,Course 36,,,Description for course 36,1.6,34.3,,,,,,,,,,,16,
course,Course 37,,,Description for course 37,0.3,11.3,,,,,,,,,,,5,
course,Course 38,,,Description for course 38,2.9,49.6,,,,,,,,,,,9,
course,Course 39,,,Description for course 39,2.4,33.4,,,,,,,,,,,13,
course,Course 40,,,Description for course 40,2.3,42.4,,,,,,,,,,,13,
course,Course 41,,,Description for course 41,2.9,24.7,,,,,,,,,,,16,
course,Course 42,,,Description for course 42,2.5,20.7,,,,,,,,,,,13,
course,Course 43,,,Description for course 43,0.2,25.8,,,,,,,,,,,15,
course,Course 44,,,Description for course 44,2.2,22.0,,,,,,,,,,,19,
course,Course 45,,,Description for course 45,1.1,42.5,,,,,,,,,,,17,
course,Course 46,,,Description for course 46,2.5,24.2,,,,,,,,,,,11,
course,Course 47,,,Description for course 47,4.2,42.9,,,,,,,,,,,6,
course,Course 48,,,Description for course 48,3.6,25.3,,,,,,,,,,,13,
course,Course 49,,,Description for course 49,2.0,36.3,,,,,,,,,,,10,
course,Course 50,,,Description for course 50,1.8,14.3,,,,,,,,,,,9,
course,Course 51,,,Description for course 51,4.9,10.1,,,,,,,,,,,5,
course,Course 52,,,Description for course 52,1.1,16.9,,,,,,,,,,,10,
course,Course 53,,,Description for course 53,3.6,38.8,,,,,,,,,,,18,
course,Course 54,,,Description for course 54,2.5,19.4,,,,,,,,,,,2,
course,Course 55,,,Description for course 55,1.0,22.5,,,,,,,,,,,6,
course,Course 56,,,Description for course 56,0.0,45.1,,,,,,,,,,,16,
course,Course 57,,,Description for course 57,2.6,42.6,,,,,,,,,,,15,
course,Course 58,,,Description for course 58,0.9,24.6,,,,,,,,,,,9,
course,Course 59,,,Description for course 59,1.9,38.3,,,,,,,,,,,7,
course,Course 60,,,Description for course 60,2.5,21.6,,,,,,,,,,,3,
course,Course 61,,,Description for course 61,4.9,16.5,,,,,,,,,,,14,
course,Course 62,,,Description for course 62,4.8,45.1,,,,,,,,,,,17,
course,Course 63,,,Description for course 63,1.0,18.6,,,,,,,,,,,13,
course,Course 64,,,Description for course 64,1.1,14.1,,,,,,,,,,,16,
course,Course 65,,,Description for course 65,4.6,38.4,,,,,,,,,,,17,
course,Course 66,,,Description for course 66,4.3,35.4,,,,,,,,,,,11,
course,Course 67,,,Description for course 67,4.5,49.5,,,,,,,,,,,3,
course,Course 68,,,Description for course 68,3.5,44.4,,,,,,,,,,,12,
course,Course 69,,,Description for course 69,2.2,47.2,,,,,,,,,,,17,
course,Course 70,,,Description for course 70,4.0,19.3,,,,,,,,,,,17,
course,Course 71,,,Description for course 71,4.5,17.0,,,,,,,,,,,1,
course,Course 72,,,Description for course 72,0.9,45.4,,,,,,,,,,,3,
course,Course 73,,,Description for course 73,0.3,23.8,,,,,,,,,,,6,
course,Course 74,,,Description for course 74,4.4,12.3,,,,,,,,,,,17,
course,Course 75,,,Description for course 75,1.1,30.2,,,,,,,,,,,1,
course,Course 76,,,Description for course 76,3.6,46.8,,,,,,,,,,,8,
course,Course 77,,,Description for course 77,2.1,42.7,,,,,,,,,,,18,
course,Course 78,,,Description for course 78,4.9,23.9,,,,,,,,,,,8,
course,Course 79,,,Description for course 79,4.5,48.9,,,,,,,,,,,20,
course,Course 80,,,Description for course 80,2.1,34.5,,,,,,,,,,,17,
course,Course 81,,,Description for course 81,4.3,10.5,,,,,,,,,,,5,
course,Course 82,,,Description for course 82,2.2,45.3,,,,,,,,,,,16,
course,Course 83,,,Description for course 83,0.3,14.3,,,,,,,,,,,13,
course,Course 84,,,Description for course 84,4.1,35.9,,,,,,,,,,,6,
course,Course 85,,,Description for course 85,3.1,17.0,,,,,,,,,,,6,
course,Course 86,,,Description for course 86,3.5,25.5,,,,,,,,,,,7,
course,Course 87,,,Description for course 87,4.8,44.7,,,,,,,,,,,8,
course,Course 88,,,Description for course 88,0.1,40.3,,,,,,,,,,,11,
course,Course 89,,,Description for course 89,4.5,24.5,,,,,,,,,,,2,
course,Course 90,,,Description for course 90,2.7,19.9,,,,,,,,,,,11,
course,Course 91,,,Description for course 91,0.6,44.8,,,,,,,,,,,1,
course,Course 92,,,Description for course 92,3.0,31.6,,,,,,,,,,,2,
course,Course 93,,,Description for course 93,0.5,26.9,,,,,,,,,,,10,
course,Course 94,,,Description for course 94,3.7,13.6,,,,,,,,,,,15,
course,Course 95,,,Description for course 95,3.6,29.3,,,,,,,,,,,14,
course,Course 96,,,Description for course 96,4.0,15.6,,,,,,,,,,,18,
course,Course 97,,,Description for course 97,3.3,17.5,,,,,,,,,,,6,
course,Course 98,,,Description for course 98,4.3,28.5,,,,,,,,,,,6,
course,Course 99,,,Description for course 99,4.6,28.8,,,,,,,,,,,9,
course,Course 100,,,Description for course 100,2.1,30.7,,,,,,,,,,,20,
course,Course 101,,,Description for course 101,4.4,29.1,,,,,,,,,,,14,
course,Course 102,,,Description for course 102,5.0,33.7,,,,,,,,,,,17,
course,Course 103,,,Description for course 103,4.7,29.1,,,,,,,,,,,2,
course,Course 104,,,Description for course 104,2.7,14.9,,,,,,,,,,,8,
course,Course 105,,,Description for course 105,1.5,23.0,,,,,,,,,,,7,
course,Course 106,,,Description for course 106,1.1,13.6,,,,,,,,,,,11,
course,Course 107,,,Description for course 107,1.7,14.0,,,,,,,,,,,2,
course,Course 108,,,Description for course 108,2.2,16.1,,,,,,,,,,,11,
course,Course 109,,,Description for course 109,2.7,12.2,,,,,,,,,,,9,
course,Course 110,,,Description for course 110,0.9,43.3,,,,,,,,,,,16,
course,Course 111,,,Description for course 111,4.1,43.9,,,,,,,,,,,15,
course,Course 112,,,Description for course 112,2.9,13.2,,,,,,,,,,,13,
course,Course 113,,,Description for course 113,0.9,17.0,,,,,,,,,,,17,
course,Course 114,,,Description for course 114,2.6,37.2,,,,,,,,,,,19,
course,Course 115,,,Description for course 115,2.8,22.7,,,,,,,,,,,16,
course,Course 116,,,Description for course 116,2.3,40.7,,,,,,,,,,,14,
course,Course 117,,,Description for course 117,2.2,47.1,,,,,,,,,,,7,
course,Course 118,,,Description for course 118,3.1,29.4,,,,,,,,,,,9,
course,Course 119,,,Description for course 119,1.8,12.7,,,,,,,,,,,12,
course,Course 120,,,Description for course 120,0.5,39.9,,,,,,,,,,,2,
course,Course 121,,,Description for course 121,2.7,21.5,,,,,,,,,,,14,
course,Course 122,,,Description for course 122,4.6,20.7,,,,,,,,,,,8,
course,Course 123,,,Description for course 123,0.5,23.9,,,,,,,,,,,20,
course,Course 124,,,Description for course 124,1.9,13.2,,,,,,,,,,,6,
course,Course 125,,,Description for course 125,2.2,36.3,,,,,,,,,,,4,
course,Course 126,,,Description for course 126,0.7,45.4,,,,,,,,,,,13,
course,Course 127,,,Description for course 127,4.2,49.1,,,,,,,,,,,1,
course,Course 128,,,Description for course 128,4.4,15.7,,,,,,,,,,,8,
course,Course 129,,,Description for course 129,1.3,41.9,,,,,,,,,,,18,
course,Course 130,,,Description for course 130,2.6,42.2,,,,,,,,,,,18,
course,Course 131,,,Description for course 131,4.9,48.6,,,,,,,,,,,3,
course,Course 132,,,Description for course 132,4.6,23.8,,,,,,,,,,,18,
course,Course 133,,,Description for course 133,4.9,17.5,,,,,,,,,,,1,
course,Course 134,,,Description for course 134,4.7,43.1,,,,,,,,,,,3,
course,Course 135,,,Description for course 135,0.0,15.2,,,,,,,,,,,10,
course,Course 136,,,Description for course 136,3.9,42.7,,,,,,,,,,,3,
course,Course 137,,,Description for course 137,4.9,19.2,,,,,,,,,,,1,
course,Course 138,,,Description for course 138,4.6,33.1,,,,,,,,,,,2,
course,Course 139,,,Description for course 139,2.7,21.7,,,,,,,,,,,7,
course,Course 140,,,Description for course 140,4.2,25.1,,,,,,,,,,,17,
course,Course 141,,,Description for course 141,1.2,29.8,,,,,,,,,,,11,
course,Course 142,,,Description for course 142,4.1,40.2,,,,,,,,,,,17,
course,Course 143,,,Description for course 143,2.7,46.9,,,,,,,,,,,7,
course,Course 144,,,Description for course 144,3.6,21.4,,,,,,,,,,,10,
course,Course 145,,,Description for course 145,3.2,45.2,,,,,,,,,,,3,
course,Course 146,,,Description for course 146,3.4,11.8,,,,,,,,,,,4,
course,Course 147,,,Description for course 147,2.0,39.7,,,,,,,,,,,18,
course,Course 148,,,Description for course 148,2.7,10.3,,,,,,,,,,,19,
course,Course 149,,,Description for course 149,4.8,30.7,,,,,,,,,,,9,
course,Course 150,,,Description for course 150,4.5,18.9,,,,,,,,,,,9,
course,Course 151,,,Description for course 151,1.4,28.8,,,,,,,,,,,16,
course,Course 152,,,Description for course 152,1.7,42.7,,,,,,,,,,,4,
course,Course 153,,,Description for course 153,3.3,10.3,,,,,,,,,,,1,
course,Course 154,,,Description for course 154,0.9,46.1,,,,,,,,,,,19,
course,Course 155,,,Description for course 155,1.9,44.8,,,,,,,,,,,5,
course,Course 156,,,Description for course 156,2.3,13.5,,,,,,,,,,,14,
course,Course 157,,,Description for course 157,4.5,23.5,,,,,,,,,,,10,
course,Course 158,,,Description for course 158,2.8,32.9,,,,,,,,,,,10,
course,Course 159,,,Description for course 159,2.7,44.8,,,,,,,,,,,7,
course,Course 160,,,Description for course 160,1.4,15.4,,,,,,,,,,,3,
course,Course 161,,,Description for course 161,4.3,14.5,,,,,,,,,,,16,
course,Course 162,,,Description for course 162,0.2,25.8,,,,,,,,,,,12,
course,Course 163,,,Description for course 163,1.0,42.1,,,,,,,,,,,8,
course,Course 164,,,Description for course 164,1.0,37.9,,,,,,,,,,,12,
course,Course 165,,,Description for course 165,0.1,41.1,,,,,,,,,,,4,
course,Course 166,,,Description for course 166,0.9,37.7,,,,,,,,,,,5,
course,Course 167,,,Description for course 167,2.9,19.9,,,,,,,,,,,17,
course,Course 168,,,Description for course 168,2.4,43.8,,,,,,,,,,,15,
course,Course 169,,,Description for course 169,0.3,28.3,,,,,,,,,,,6,
course,Course 170,,,Description for course 170,4.0,42.2,,,,,,,,,,,8,
course,Course 171,,,Description for course 171,4.2,34.3,,,,,,,,,,,9,
course,Course 172,,,Description for course 172,1.4,25.7,,,,,,,,,,,12,
course,Course 173,,,Description for course 173,2.9,24.4,,,,,,,,,,,17,
course,Course 174,,,Description for course 174,0.5,19.2,,,,,,,,,,,12,
course,Course 175,,,Description for course 175,4.1,17.4,,,,,,,,,,,17,
course,Course 176,,,Description for course 176,0.6,36.9,,,,,,,,,,,1,
course,Course 177,,,Description for course 177,0.3,12.5,,,,,,,,,,,20,
course,Course 178,,,Description for course 178,1.6,34.3,,,,,,,,,,,18,
course,Course 179,,,Description for course 179,3.6,27.4,,,,,,,,,,,14,
course,Course 180,,,Description for course 180,0.9,44.5,,,,,,,,,,,3,
course,Course 181,,,Description for course 181,4.7,26.8,,,,,,,,,,,15,
course,Course 182,,,Description for course 182,4.2,12.7,,,,,,,,,,,4,
course,Course 183,,,Description for course 183,0.8,28.0,,,,,,,,,,,19,
course,Course 184,,,Description for course 184,3.6,11.4,,,,,,,,,,,3,
course,Course 185,,,Description for course 185,4.0,48.5,,,,,,,,,,,16,
course,Course 186,,,Description for course 186,4.7,14.1,,,,,,,,,,,12,
course,Course 187,,,Description for course 187,2.8,28.6,,,,,,,,,,,10,
course,Course 188,,,Description for course 188,4.5,40.4,,,,,,,,,,,8,
course,Course 189,,,Description for course 189,2.3,24.3,,,,,,,,,,,17,
course,Course 190,,,Description for course 190,3.9,44.9,,,,,,,,,,,1,
course,Course 191,,,Description for course 191,0.3,36.3,,,,,,,,,,,7,
course,Course 192,,,Description for course 192,1.5,16.4,,,,,,,,,,,13,
course,Course 193,,,Description for course 193,0.3,18.6,,,,,,,,,,,9,
course,Course 194,,,Description for course 194,3.6,35.7,,,,,,,,,,,11,
course,Course 195,,,Description for course 195,0.3,19.7,,,,,,,,,,,8,
course,Course 196,,,Description for course 196,1.5,31.8,,,,,,,,,,,4,
course,Course 197,,,Description for course 197,2.9,26.7,,,,,,,,,,,10,
course,Course 198,,,Description for course 198,3.1,10.3,,,,,,,,,,,9,
course,Course 199,,,Description for course 199,2.0,16.4,,,,,,,,,,,20,
course,Course 200,,,Description for course 200,3.6,21.2,,,,,,,,,,,17,
subscription,,,,,,,paid,,,,,,,,1,,,
subscription,,,,,,,paid,,,,,,,,2,,,
subscription,,,,,,,free,,,,,,,,3,,,
subscription,,,,,,,free,,,,,,,,4,,,
subscription,,,,,,,paid,,,,,,,,5,,,
subscription,,,,,,,paid,,,,,,,,6,,,
subscription,,,,,,,paid,,,,,,,,7,,,
subscription,,,,,,,paid,,,,,,,,8,,,
subscription,,,,,,,paid,,,,,,,,9,,,
subscription,,,,,,,free,,,,,,,,10,,,
subscription,,,,,,,free,,,,,,,,11,,,
subscription,,,,,,,free,,,,,,,,12,,,
subscription,,,,,,,paid,,,,,,,,13,,,
subscription,,,,,,,paid,,,,,,,,14,,,
subscription,,,,,,,free,,,,,,,,15,,,
subscription,,,,,,,paid,,,,,,,,16,,,
subscription,,,,,,,free,,,,,,,,17,,,
subscription,,,,,,,free,,,,,,,,18,,,
subscription,,,,,,,paid,,,,,,,,19,,,
subscription,,,,,,,paid,,,,,,,,20,,,
subscription,,,,,,,free,,,,,,,,21,,,
subscription,,,,,,,paid,,,,,,,,22,,,
subscription,,,,,,,free,,,,,,,,23,,,
subscription,,,,,,,paid,,,,,,,,24,,,
subscription,,,,,,,paid,,,,,,,,25,,,
subscription,,,,,,,free,,,,,,,,26,,,
subscription,,,,,,,free,,,,,,,,27,,,
subscription,,,,,,,free,,,,,,,,28,,,
subscription,,,,,,,paid,,,,,,,,29,,,
subscription,,,,,,,free,,,,,,,,30,,,
