recordType,name,email,bio,description,rating,time,type,text,date,topic,tasks,title,isCompleted,dueDate,userId,courseId,specializationId,weekId
instructor,Instructor 20,,This is the bio for instructor 20,,0.5,,,,,,,,,,,,,
instructor,Instructor 21,,This is the bio for instructor 21,,1.5,,,,,,,,,,,,,
instructor,Instructor 22,,This is the bio for instructor 22,,2.8,,,,,,,,,,,,,
instructor,Instructor 23,,This is the bio for instructor 23,,1.3,,,,,,,,,,,,,
instructor,Instructor 24,,This is the bio for instructor 24,,1.1,,,,,,,,,,,,,
instructor,Instructor 25,,This is the bio for instructor 25,,3.8,,,,,,,,,,,,,
instructor,Instructor 26,,This is the bio for instructor 26,,3.1,,,,,,,,,,,,,
instructor,Instructor 27,,This is the bio for instructor 27,,4.9,,,,,,,,,,,,,
instructor,Instructor 28,,This is the bio for instructor 28,,1.8,,,,,,,,,,,,,
instructor,Instructor 29,,This is the bio for instructor 29,,3.5,,,,,,,,,,,,,
instructor,Instructor 30,,This is the bio for instructor 30,,0.6,,,,,,,,,,,,,
instructor,Instructor 31,,This is the bio for instructor 31,,2.1,,,,,,,,,,,,,
instructor,Instructor 32,,This is the bio for instructor 32,,4.2,,,,,,,,,,,,,
instructor,Instructor 33,,This is the bio for instructor 33,,0.8,,,,,,,,,,,,,
instructor,Instructor 34,,This is the bio for instructor 34,,3.5,,,,,,,,,,,,,
instructor,Instructor 35,,This is the bio for instructor 35,,2.1,,,,,,,,,,,,,
instructor,Instructor 36,,This is the bio for instructor 36,,1.4,,,,,,,,,,,,,
instructor,Instructor 37,,This is the bio for instructor 37,,1.1,,,,,,,,,,,,,
instructor,Instructor 38,,This is the bio for instructor 38,,4.8,,,,,,,,,,,,,
instructor,Instructor 39,,This is the bio for instructor 39,,0.5,,,,,,,,,,,,,
instructor,Instructor 40,,This is the bio for instructor 40,,4.9,,,,,,,,,,,,,
instructor,Instructor 41,,This is the bio for instructor 41,,3.2,,,,,,,,,,,,,
instructor,Instructor 42,,This is the bio for instructor 42,,4.8,,,,,,,,,,,,,
instructor,Instructor 43,,This is the bio for instructor 43,,0.1,,,,,,,,,,,,,
instructor,Instructor 44,,This is the bio for instructor 44,,2.4,,,,,,,,,,,,,
instructor,Instructor 45,,This is the bio for instructor 45,,3.8,,,,,,,,,,,,,
instructor,Instructor 46,,This is the bio for instructor 46,,4.6,,,,,,,,,,,,,
instructor,Instructor 47,,This is the bio for instructor 47,,4.5,,,,,,,,,,,,,
instructor,Instructor 48,,This is the bio for instructor 48,,2.2,,,,,,,,,,,,,
instructor,Instructor 49,,This is the bio for instructor 49,,3.0,,,,,,,,,,,,,
instructor,Instructor 50,,This is the bio for instructor 50,,4.3,,,,,,,,,,,,,
specialization,Specialization 1,,,Description for specialization 1,,,,,,,,,,,,,1,
specialization,Specialization 2,,,Description for specialization 2,,,,,,,,,,,,,2,
specialization,Specialization 3,,,Description for specialization 3,,,,,,,,,,,,,3,
specialization,Specialization 4,,,Description for specialization 4,,,,,,,,,,,,,4,
specialization,Specialization 5,,,Description for specialization 5,,,,,,,,,,,,,5,
specialization,Specialization 6,,,Description for specialization 6,,,,,,,,,,,,,6,
specialization,Specialization 7,,,Description for specialization 7,,,,,,,,,,,,,7,
specialization,Specialization 8,,,Description for specialization 8,,,,,,,,,,,,,8,
specialization,Specialization 9,,,Description for specialization 9,,,,,,,,,,,,,9,
specialization,Specialization 10,,,Description for specialization 10,,,,,,,,,,,,,10,
specialization,Specialization 11,,,Description for specialization 11,,,,,,,,,,,,,11,
specialization,Specialization 12,,,Description for specialization 12,,,,,,,,,,,,,12,
specialization,Specialization 13,,,Description for specialization 13,,,,,,,,,,,,,13,
specialization,Specialization 14,,,Description for specialization 14,,,,,,,,,,,,,14,
specialization,Specialization 15,,,Description for specialization 15,,,,,,,,,,,,,15,
specialization,Specialization 16,,,Description for specialization 16,,,,,,,,,,,,,16,
specialization,Specialization 17,,,Description for specialization 17,,,,,,,,,,,,,17,
specialization,Specialization 18,,,Description for specialization 18,,,,,,,,,,,,,18,
specialization,Specialization 19,,,Description for specialization 19,,,,,,,,,,,,,19,
specialization,Specialization 20,,,Description for specialization 20,,,,,,,,,,,,,20,
specialization,Specialization 21,,,Description for specialization 21,,,,,,,,,,,,,21,
specialization,Specialization 22,,,Description for specialization 22,,,,,,,,,,,,,22,
specialization,Specialization 23,,,Description for specialization 23,,,,,,,,,,,,,23,
specialization,Specialization 24,,,Description for specialization 24,,,,,,,,,,,,,24,
specialization,Specialization 25,,,Description for specialization 25,,,,,,,,,,,,,25,
specialization,Specialization 26,,,Description for specialization 26,,,,,,,,,,,,,26,
specialization,Specialization 27,,,Description for specialization 27,,,,,,,,,,,,,27,
specialization,Specialization 28,,,Description for specialization 28,,,,,,,,,,,,,28,
specialization,Specialization 29,,,Description for specialization 29,,,,,,,,,,,,,29,
specialization,Specialization 30,,,Description for specialization 30,,,,,,,,,,,,,30,
specialization,Specialization 31,,,Description for specialization 31,,,,,,,,,,,,,31,
specialization,Specialization 32,,,Description for specialization 32,,,,,,,,,,,,,32,
specialization,Specialization 33,,,Description for specialization 33,,,,,,,,,,,,,33,
specialization,Specialization 34,,,Description for specialization 34,,,,,,,,,,,,,34,
specialization,Specialization 35,,,Description for specialization 35,,,,,,,,,,,,,35,
specialization,Specialization 36,,,Description for specialization 36,,,,,,,,,,,,,36,
specialization,Specialization 37,,,Description for specialization 37,,,,,,,,,,,,,37,
specialization,Specialization 38,,,Description for specialization 38,,,,,,,,,,,,,38,
specialization,Specialization 39,,,Description for specialization 39,,,,,,,,,,,,,39,
specialization,Specialization 40,,,Description for specialization 40,,,,,,,,,,,,,40,
specialization,Specialization 41,,,Description for specialization 41,,,,,,,,,,,,,41,
specialization,Specialization 42,,,Description for specialization 42,,,,,,,,,,,,,42,
specialization,Specialization 43,,,Description for specialization 43,,,,,,,,,,,,,43,
specialization,Specialization 44,,,Description for specialization 44,,,,,,,,,,,,,44,
specialization,Specialization 45,,,Description for specialization 45,,,,,,,,,,,,,45,
specialization,Specialization 46,,,Description for specialization 46,,,,,,,,,,,,,46,
specialization,Specialization 47,,,Description for specialization 47,,,,,,,,,,,,,47,
specialization,Specialization 48,,,Description for specialization 48,,,,,,,,,,,,,48,
specialization,Specialization 49,,,Description for specialization 49,,,,,,,,,,,,,49,
specialization,Specialization 50,,,Description for specialization 50,,,,,,,,,,,,,50,
course,Course 1,,,Description for course 1,0.4,29.2,,,,,,,,,,,46,
course,Course 2,,,Description for course 2,1.3,48.9,,,,,,,,,,,9,
course,Course 3,,,Description for course 3,1.7,23.4,,,,,,,,,,,31,
course,Course 4,,,Description for course 4,1.1,25.5,,,,,,,,,,,10,
course,Course 5,,,Description for course 5,0.5,47.6,,,,,,,,,,,38,
course,Course 6,,,Description for course 6,3.3,27.2,,,,,,,,,,,23,
course,Course 7,,,Description for course 7,4.8,24.1,,,,,,,,,,,13,
course,Course 8,,,Description for course 8,3.0,14.0,,,,,,,,,,,25,
course,Course 9,,,Description for course 9,4.1,28.6,,,,,,,,,,,37,
course,Course 10,,,Description for course 10,1.8,14.6,,,,,,,,,,,11,
course,Course 11,,,Description for course 11,4.4,33.8,,,,,,,,,,,43,
course,Course 12,,,Description for course 12,4.5,40.3,,,,,,,,,,,46,
course,Course 13,,,Description for course 13,3.4,25.6,,,,,,,,,,,36,
course,Course 14,,,Description for course 14,0.9,25.3,,,,,,,,,,,26,
course,Course 15,,,Description for course 15,1.0,22.0,,,,,,,,,,,32,
course,Course 16,,,Description for course 16,0.9,38.2,,,,,,,,,,,1,
course,Course 17,,,Description for course 17,4.6,32.5,,,,,,,,,,,3,
course,Course 18,,,Description for course 18,2.3,41.8,,,,,,,,,,,35,
course,Course 19,,,Description for course 19,1.2,31.2,,,,,,,,,,,19,
course,Course 20,,,Description for course 20,4.1,25.5,,,,,,,,,,,36,
course,Course 21,,,Description for course 21,0.9,38.9,,,,,,,,,,,7,
course,Course 22,,,Description for course 22,3.7,46.4,,,,,,,,,,,3,
course,Course 23,,,Description for course 23,0.7,35.7,,,,,,,,,,,7,
course,Course 24,,,Description for course 24,1.1,39.8,,,,,,,,,,,25,
course,Course 25,,,Description for course 25,2.8,10.2,,,,,,,,,,,40,
course,Course 26,,,Description for course 26,3.9,31.3,,,,,,,,,,,2,
course,Course 27,,,Description for course 27,2.4,32.6,,,,,,,,,,,34,
course,Course 28,,,Description for course 28,0.7,41.1,,,,,,,,,,,44,
course,Course 29,,,Description for course 29,0.8,36.6,,,,,,,,,,,49,
course,Course 30,,,Description for course 30,1.0,35.1,,,,,,,,,,,26,
course,Course 31,,,Description for course 31,3.4,43.5,,,,,,,,,,,27,
course,Course 32,,,Description for course 32,2.0,42.0,,,,,,,,,,,38,
course,Course 33,,,Description for course 33,2.7,18.9,,,,,,,,,,,25,
course,Course 34,,,Description for course 34,2.6,12.1,,,,,,,,,,,15,
course,Course 35,,,Description for course 35,0.8,35.6,,,,,,,,,,,16,
course,Course 36,,,Description for course 36,2.4,30.5,,,,,,,,,,,34,
course,Course 37,,,Description for course 37,1.9,49.8,,,,,,,,,,,27,
course,Course 38,,,Description for course 38,3.6,14.9,,,,,,,,,,,7,
course,Course 39,,,Description for course 39,4.0,21.9,,,,,,,,,,,29,
course,Course 40,,,Description for course 40,3.7,10.8,,,,,,,,,,,11,
course,Course 41,,,Description for course 41,3.8,30.3,,,,,,,,,,,42,
course,Course 42,,,Description for course 42,0.7,44.4,,,,,,,,,,,16,
course,Course 43,,,Description for course 43,4.8,37.1,,,,,,,,,,,14,
course,Course 44,,,Description for course 44,2.2,46.0,,,,,,,,,,,17,
course,Course 45,,,Description for course 45,2.0,34.5,,,,,,,,,,,30,
course,Course 46,,,Description for course 46,0.5,35.8,,,,,,,,,,,11,
course,Course 47,,,Description for course 47,2.2,14.2,,,,,,,,,,,7,
course,Course 48,,,Description for course 48,2.5,20.3,,,,,,,,,,,29,
course,Course 49,,,Description for course 49,1.7,25.1,,,,,,,,,,,7,
course,Course 50,,,Description for course 50,3.7,30.5,,,,,,,,,,,10,
subscription,,,,,,,free,,,,,,,,1,,,
subscription,,,,,,,paid,,,,,,,,2,,,
subscription,,,,,,,free,,,,,,,,3,,,
subscription,,,,,,,paid,,,,,,,,4,,,
subscription,,,,,,,paid,,,,,,,,5,,,
subscription,,,,,,,free,,,,,,,,6,,,
subscription,,,,,,,paid,,,,,,,,7,,,
subscription,,,,,,,free,,,,,,,,8,,,
subscription,,,,,,,free,,,,,,,,9,,,
subscription,,,,,,,free,,,,,,,,10,,,
subscription,,,,,,,free,,,,,,,,11,,,
subscription,,,,,,,free,,,,,,,,12,,,
subscription,,,,,,,free,,,,,,,,13,,,
subscription,,,,,,,free,,,,,,,,14,,,
subscription,,,,,,,free,,,,,,,,15,,,
subscription,,,,,,,free,,,,,,,,16,,,
subscription,,,,,,,free,,,,,,,,17,,,
subscription,,,,,,,free,,,,,,,,18,,,
subscription,,,,,,,paid,,,,,,,,19,,,
subscription,,,,,,,free,,,,,,,,20,,,
subscription,,,,,,,paid,,,,,,,,21,,,
subscription,,,,,,,free,,,,,,,,22,,,
subscription,,,,,,,free,,,,,,,,23,,,
subscription,,,,,,,free,,,,,,,,24,,,
subscription,,,,,,,paid,,,,,,,,25,,,
subscription,,,,,,,free,,,,,,,,26,,,
subscription,,,,,,,paid,,,,,,,,27,,,
subscription,,,,,,,free,,,,,,,,28,,,
subscription,,,,,,,paid,,,,,,,,29,,,
subscription,,,,,,,free,,,,,,,,30,,,
subscription,,,,,,,free,,,,,,,,31,,,
subscription,,,,,,,paid,,,,,,,,32,,,
subscription,,,,,,,free,,,,,,,,33,,,
subscription,,,,,,,paid,,,,,,,,34,,,
subscription,,,,,,,paid,,,,,,,,35,,,
subscription,,,,,,,paid,,,,,,,,36,,,
subscription,,,,,,,paid,,,,,,,,37,,,
subscription,,,,,,,paid,,,,,,,,38,,,
subscription,,,,,,,paid,,,,,,,,39,,,
subscription,,,,,,,free,,,,,,,,40,,,
subscription,,,,,,,paid,,,,,,,,41,,,
subscription,,,,,,,paid,,,,,,,,42,,,
subscription,,,,,,,paid,,,,,,,,43,,,
subscription,,,,,,,free,,,,,,,,44,,,
subscription,,,,,,,free,,,,,,,,45,,,
subscription,,,,,,,paid,,,,,,,,46,,,
subscription,,,,,,,paid,,,,,,,,47,,,
subscription,,,,,,,paid,,,,,,,,48,,,
subscription,,,,,,,paid,,,,,,,,49,,,
subscription,,,,,,,paid,,,,,,,,50,,,
review,,,,,2,,,Review text 1,2025-03-24T03:52:27.828Z,,,,,,16,42,,
review,,,,,3,,,Review text 2,2025-04-20T17:06:02.558Z,,,,,,49,23,,
review,,,,,2,,,Review text 3,2025-02-23T04:45:28.463Z,,,,,,45,48,,
review,,,,,4,,,Review text 4,2025-02-11T15:30:04.479Z,,,,,,35,38,,
review,,,,,1,,,Review text 5,2025-01-24T16:36:38.856Z,,,,,,46,21,,
review,,,,,3,,,Review text 6,2025-01-07T22:24:51.650Z,,,,,,10,14,,
review,,,,,1,,,Review text 7,2025-03-24T03:57:48.649Z,,,,,,36,30,,
review,,,,,2,,,Review text 8,2025-02-23T04:47:56.891Z,,,,,,8,38,,
review,,,,,2,,,Review text 9,2025-04-16T18:05:35.746Z,,,,,,28,38,,
review,,,,,4,,,Review text 10,2025-03-15T14:18:06.977Z,,,,,,31,8,,
review,,,,,4,,,Review text 11,2025-04-17T10:39:37.165Z,,,,,,8,4,,
review,,,,,2,,,Review text 12,2025-03-26T20:00:36.950Z,,,,,,32,43,,
review,,,,,3,,,Review text 13,2025-02-20T05:39:53.936Z,,,,,,4,3,,
review,,,,,5,,,Review text 14,2025-01-30T02:46:02.838Z,,,,,,44,8,,
review,,,,,4,,,Review text 15,2025-02-24T09:38:33.950Z,,,,,,42,50,,
review,,,,,1,,,Review text 16,2025-01-03T07:41:33.950Z,,,,,,9,24,,
review,,,,,2,,,Review text 17,2025-01-30T02:56:06.691Z,,,,,,3,17,,
review,,,,,3,,,Review text 18,2025-04-08T11:04:52.192Z,,,,,,12,24,,
review,,,,,5,,,Review text 19,2025-01-31T03:00:35.212Z,,,,,,25,9,,
review,,,,,5,,,Review text 20,2025-03-22T17:27:32.029Z,,,,,,5,1,,
review,,,,,5,,,Review text 21,2025-02-21T11:15:26.367Z,,,,,,35,9,,
review,,,,,1,,,Review text 22,2025-02-10T08:07:26.721Z,,,,,,21,36,,
review,,,,,2,,,Review text 23,2025-02-19T13:49:22.714Z,,,,,,45,45,,
review,,,,,4,,,Review text 24,2025-03-24T20:48:32.463Z,,,,,,44,36,,
review,,,,,4,,,Review text 25,2025-01-27T07:56:58.534Z,,,,,,41,27,,
review,,,,,3,,,Review text 26,2025-01-13T13:42:12.226Z,,,,,,24,30,,
review,,,,,3,,,Review text 27,2025-01-01T02:26:52.649Z,,,,,,2,11,,
review,,,,,3,,,Review text 28,2025-02-26T14:52:46.287Z,,,,,,1,4,,
review,,,,,5,,,Review text 29,2025-01-25T22:02:15.852Z,,,,,,20,16,,
review,,,,,2,,,Review text 30,2025-02-21T13:31:49.757Z,,,,,,42,13,,
review,,,,,5,,,Review text 31,2025-02-03T04:49:54.153Z,,,,,,28,29,,
review,,,,,3,,,Review text 32,2025-04-18T04:43:32.584Z,,,,,,27,31,,
review,,,,,3,,,Review text 33,2025-02-21T10:50:56.342Z,,,,,,7,14,,
review,,,,,4,,,Review text 34,2025-04-18T06:09:09.412Z,,,,,,25,49,,
review,,,,,3,,,Review text 35,2025-04-14T17:57:29.585Z,,,,,,38,34,,
review,,,,,2,,,Review text 36,2025-03-12T16:35:17.517Z,,,,,,4,45,,
review,,,,,2,,,Review text 37,2025-02-27T02:23:24.808Z,,,,,,35,30,,
review,,,,,4,,,Review text 38,2025-02-22T16:54:52.186Z,,,,,,42,17,,
review,,,,,1,,,Review text 39,2025-01-25T21:54:29.055Z,,,,,,43,32,,
review,,,,,4,,,Review text 40,2025-03-21T11:26:59.105Z,,,,,,29,20,,
review,,,,,1,,,Review text 41,2025-01-09T03:49:39.791Z,,,,,,39,24,,
review,,,,,4,,,Review text 42,2025-02-01T01:51:48.810Z,,,,,,33,47,,
review,,,,,2,,,Review text 43,2025-03-17T14:58:15.222Z,,,,,,38,37,,
review,,,,,5,,,Review text 44,2025-03-05T14:35:40.816Z,,,,,,27,44,,
review,,,,,5,,,Review text 45,2025-02-06T18:40:54.666Z,,,,,,5,44,,
review,,,,,2,,,Review text 46,2025-01-19T03:51:59.929Z,,,,,,18,3,,
review,,,,,4,,,Review text 47,2025-01-27T00:10:33.562Z,,,,,,18,12,,
review,,,,,1,,,Review text 48,2025-02-23T14:06:58.404Z,,,,,,5,33,,
review,,,,,5,,,Review text 49,2025-02-12T03:34:11.518Z,,,,,,16,3,,
review,,,,,3,,,Review text 50,2025-03-14T12:35:39.384Z,,,,,,21,1,,
week,,,,,,,,,,Topic for week 1,Tasks for week 1,,,,,16,,
week,,,,,,,,,,Topic for week 2,Tasks for week 2,,,,,38,,
week,,,,,,,,,,Topic for week 3,Tasks for week 3,,,,,42,,
week,,,,,,,,,,Topic for week 4,Tasks for week 4,,,,,5,,
week,,,,,,,,,,Topic for week 5,Tasks for week 5,,,,,35,,
week,,,,,,,,,,Topic for week 6,Tasks for week 6,,,,,26,,
week,,,,,,,,,,Topic for week 7,Tasks for week 7,,,,,34,,
week,,,,,,,,,,Topic for week 8,Tasks for week 8,,,,,17,,
week,,,,,,,,,,Topic for week 9,Tasks for week 9,,,,,49,,
week,,,,,,,,,,Topic for week 10,Tasks for week 10,,,,,12,,
week,,,,,,,,,,Topic for week 11,Tasks for week 11,,,,,43,,
week,,,,,,,,,,Topic for week 12,Tasks for week 12,,,,,20,,
week,,,,,,,,,,Topic for week 13,Tasks for week 13,,,,,19,,
week,,,,,,,,,,Topic for week 14,Tasks for week 14,,,,,37,,
week,,,,,,,,,,Topic for week 15,Tasks for week 15,,,,,23,,
week,,,,,,,,,,Topic for week 16,Tasks for week 16,,,,,34,,
week,,,,,,,,,,Topic for week 17,Tasks for week 17,,,,,23,,
week,,,,,,,,,,Topic for week 18,Tasks for week 18,,,,,47,,
week,,,,,,,,,,Topic for week 19,Tasks for week 19,,,,,46,,
week,,,,,,,,,,Topic for week 20,Tasks for week 20,,,,,6,,
week,,,,,,,,,,Topic for week 21,Tasks for week 21,,,,,24,,
week,,,,,,,,,,Topic for week 22,Tasks for week 22,,,,,10,,
week,,,,,,,,,,Topic for week 23,Tasks for week 23,,,,,13,,
week,,,,,,,,,,Topic for week 24,Tasks for week 24,,,,,10,,
week,,,,,,,,,,Topic for week 25,Tasks for week 25,,,,,48,,
week,,,,,,,,,,Topic for week 26,Tasks for week 26,,,,,7,,
week,,,,,,,,,,Topic for week 27,Tasks for week 27,,,,,25,,
week,,,,,,,,,,Topic for week 28,Tasks for week 28,,,,,31,,
week,,,,,,,,,,Topic for week 29,Tasks for week 29,,,,,45,,
week,,,,,,,,,,Topic for week 30,Tasks for week 30,,,,,13,,
week,,,,,,,,,,Topic for week 31,Tasks for week 31,,,,,40,,
week,,,,,,,,,,Topic for week 32,Tasks for week 32,,,,,36,,
week,,,,,,,,,,Topic for week 33,Tasks for week 33,,,,,45,,
week,,,,,,,,,,Topic for week 34,Tasks for week 34,,,,,29,,
week,,,,,,,,,,Topic for week 35,Tasks for week 35,,,,,8,,
week,,,,,,,,,,Topic for week 36,Tasks for week 36,,,,,32,,
week,,,,,,,,,,Topic for week 37,Tasks for week 37,,,,,15,,
week,,,,,,,,,,Topic for week 38,Tasks for week 38,,,,,35,,
week,,,,,,,,,,Topic for week 39,Tasks for week 39,,,,,22,,
week,,,,,,,,,,Topic for week 40,Tasks for week 40,,,,,26,,
week,,,,,,,,,,Topic for week 41,Tasks for week 41,,,,,48,,
week,,,,,,,,,,Topic for week 42,Tasks for week 42,,,,,18,,
week,,,,,,,,,,Topic for week 43,Tasks for week 43,,,,,13,,
week,,,,,,,,,,Topic for week 44,Tasks for week 44,,,,,19,,
week,,,,,,,,,,Topic for week 45,Tasks for week 45,,,,,17,,
week,,,,,,,,,,Topic for week 46,Tasks for week 46,,,,,14,,
week,,,,,,,,,,Topic for week 47,Tasks for week 47,,,,,38,,
week,,,,,,,,,,Topic for week 48,Tasks for week 48,,,,,37,,
week,,,,,,,,,,Topic for week 49,Tasks for week 49,,,,,10,,
week,,,,,,,,,,Topic for week 50,Tasks for week 50,,,,,25,,
task,,,,Description for task 1,,,,,,,,Task 1,false,,,,,6
task,,,,Description for task 2,,,,,,,,Task 2,false,,,,,30
task,,,,Description for task 3,,,,,,,,Task 3,false,,,,,7
task,,,,Description for task 4,,,,,,,,Task 4,true,,,,,13
task,,,,Description for task 5,,,,,,,,Task 5,true,,,,,41
task,,,,Description for task 6,,,,,,,,Task 6,true,,,,,5
task,,,,Description for task 7,,,,,,,,Task 7,true,,,,,8
task,,,,Description for task 8,,,,,,,,Task 8,false,,,,,26
task,,,,Description for task 9,,,,,,,,Task 9,false,,,,,28
task,,,,Description for task 10,,,,,,,,Task 10,true,,,,,12
task,,,,Description for task 11,,,,,,,,Task 11,true,,,,,29
task,,,,Description for task 12,,,,,,,,Task 12,false,,,,,1
task,,,,Description for task 13,,,,,,,,Task 13,false,,,,,25
task,,,,Description for task 14,,,,,,,,Task 14,false,,,,,13
task,,,,Description for task 15,,,,,,,,Task 15,true,,,,,44
task,,,,Description for task 16,,,,,,,,Task 16,true,,,,,28
task,,,,Description for task 17,,,,,,,,Task 17,false,,,,,29
task,,,,Description for task 18,,,,,,,,Task 18,false,,,,,13
task,,,,Description for task 19,,,,,,,,Task 19,false,,,,,18
task,,,,Description for task 20,,,,,,,,Task 20,true,,,,,39
task,,,,Description for task 21,,,,,,,,Task 21,true,,,,,11
task,,,,Description for task 22,,,,,,,,Task 22,false,,,,,10
task,,,,Description for task 23,,,,,,,,Task 23,false,,,,,28
task,,,,Description for task 24,,,,,,,,Task 24,true,,,,,44
task,,,,Description for task 25,,,,,,,,Task 25,false,,,,,17
task,,,,Description for task 26,,,,,,,,Task 26,false,,,,,43
task,,,,Description for task 27,,,,,,,,Task 27,true,,,,,36
task,,,,Description for task 28,,,,,,,,Task 28,false,,,,,29
task,,,,Description for task 29,,,,,,,,Task 29,true,,,,,8
task,,,,Description for task 30,,,,,,,,Task 30,true,,,,,2
task,,,,Description for task 31,,,,,,,,Task 31,true,,,,,5
task,,,,Description for task 32,,,,,,,,Task 32,true,,,,,25
task,,,,Description for task 33,,,,,,,,Task 33,true,,,,,14
task,,,,Description for task 34,,,,,,,,Task 34,true,,,,,10
task,,,,Description for task 35,,,,,,,,Task 35,false,,,,,15
task,,,,Description for task 36,,,,,,,,Task 36,false,,,,,8
task,,,,Description for task 37,,,,,,,,Task 37,false,,,,,32
task,,,,Description for task 38,,,,,,,,Task 38,true,,,,,42
task,,,,Description for task 39,,,,,,,,Task 39,true,,,,,45
task,,,,Description for task 40,,,,,,,,Task 40,true,,,,,46
task,,,,Description for task 41,,,,,,,,Task 41,false,,,,,5
task,,,,Description for task 42,,,,,,,,Task 42,false,,,,,48
task,,,,Description for task 43,,,,,,,,Task 43,false,,,,,22
